,Plant,Plant Zone,Plant Zone Desc,CFS Source,CFS Destination,Final Destination,Dest. Desc.,Route Name,MODE,Total with STO,Proposed Level,Material,Closing Stock,BUn
0,1110,W000001110,SUTRAPADA,,,N000001189,ADRI,,LOR,1841.0,L1,FGBCAGLA0050,40.0,MT
1,1110,W000001110,SUTRAPADA,,,N000001189,ADRI,,LOR,1841.0,L1,FGBCANLA0050,66.35,MT
2,1110,W000001110,SUTRAPADA,,,N000001189,ADRI,,LOR,1841.0,L1,FGBCBCLA0025,21.125,MT
3,1110,W000001110,SUTRAPADA,,,N000001189,ADRI,,LOR,1841.0,L1,FGBCDSLA0050,270.45,MT
4,1110,W000001110,SUTRAPADA,,,N000001189,ADRI,,LOR,1841.0,L1,FGBCFFLA0050,52.15,MT
5,1110,W000001110,SUTRAPADA,,,N000001189,ADRI,,LOR,1841.0,L1,FGBCFNLA0050,62.5,MT
6,1110,W000001110,SUTRAPADA,,,N000001189,ADRI,,LOR,1841.0,L1,FGBCNTLI1200,1.2,MT
7,1110,W000001110,SUTRAPADA,,,N000001189,ADRI,,LOR,1841.0,L1,FGBCTFLA0050,85.0,MT
8,1110,W000001110,SUTRAPADA,,,N000001189,ADRI,,LOR,1841.0,L1,FGBCTNLA0050,187.65,MT
9,1110,W000001110,SUTRAPADA,,,N000001189,ADRI,,LOR,1841.0,L1,FGDSDOLA0050,850.8,MT
10,1110,W000001110,SUTRAPADA,,,N000001189,ADRI,,LOR,1841.0,L1,FGDSDOLA1300,269.1,MT
11,1110,W000001110,SUTRAPADA,,,N000001189,ADRI,,LOR,1841.0,L1,FGDSEXLI0050,131.85,MT
12,1110,W000001110,SUTRAPADA,,,N000001189,ADRI,,LOR,1841.0,L1,FGDSEXLI1300,20.8,MT
13,1110,W000001110,SUTRAPADA,,,N000001189,ADRI,,LOR,1841.0,L1,FGDSSILA0050,198.0,MT
14,1110,W000001110,SUTRAPADA,,,N000001189,ADRI,,LOR,1841.0,L1,FGLSDOLA0050,436.55,MT
15,1110,W000001110,SUTRAPADA,,,N000001189,ADRI,,LOR,1841.0,L1,FGLSDTLA0050,313.6,MT
16,1110,W000001110,SUTRAPADA,,,N000001189,ADRI,,LOR,1841.0,L1,FGLSDTLA1000,78.0,MT
17,1110,W000001110,SUTRAPADA,,,N000001189,ADRI,,LOR,1841.0,L1,FGLSDTLI0050,23.7,MT
18,1110,W000001110,SUTRAPADA,,,N000001189,ADRI,,LOR,1841.0,L1,FGLSEXDT0050,200.0,MT
19,1110,W000001110,SUTRAPADA,,,N000001189,ADRI,,LOR,1841.0,L1,FGLSEXLI0750,58.5,MT
20,1110,W000001110,SUTRAPADA,,,N000001189,ADRI,,LOR,1841.0,L1,FGLSLCLA1000,69.0,MT
21,1110,W000001110,SUTRAPADA,,,N000000001,AGRA,,LOR,4830.0,L1,FGBCAGLA0050,40.0,MT
22,1110,W000001110,SUTRAPADA,,,N000000001,AGRA,,LOR,4830.0,L1,FGBCANLA0050,66.35,MT
23,1110,W000001110,SUTRAPADA,,,N000000001,AGRA,,LOR,4830.0,L1,FGBCBCLA0025,21.125,MT
24,1110,W000001110,SUTRAPADA,,,N000000001,AGRA,,LOR,4830.0,L1,FGBCDSLA0050,270.45,MT
25,1110,W000001110,SUTRAPADA,,,N000000001,AGRA,,LOR,4830.0,L1,FGBCFFLA0050,52.15,MT
26,1110,W000001110,SUTRAPADA,,,N000000001,AGRA,,LOR,4830.0,L1,FGBCFNLA0050,62.5,MT
27,1110,W000001110,SUTRAPADA,,,N000000001,AGRA,,LOR,4830.0,L1,FGBCNTLI1200,1.2,MT
28,1110,W000001110,SUTRAPADA,,,N000000001,AGRA,,LOR,4830.0,L1,FGBCTFLA0050,85.0,MT
29,1110,W000001110,SUTRAPADA,,,N000000001,AGRA,,LOR,4830.0,L1,FGBCTNLA0050,187.65,MT
30,1110,W000001110,SUTRAPADA,,,N000000001,AGRA,,LOR,4830.0,L1,FGDSDOLA0050,850.8,MT
31,1110,W000001110,SUTRAPADA,,,N000000001,AGRA,,LOR,4830.0,L1,FGDSDOLA1300,269.1,MT
32,1110,W000001110,SUTRAPADA,,,N000000001,AGRA,,LOR,4830.0,L1,FGDSEXLI0050,131.85,MT
33,1110,W000001110,SUTRAPADA,,,N000000001,AGRA,,LOR,4830.0,L1,FGDSEXLI1300,20.8,MT
34,1110,W000001110,SUTRAPADA,,,N000000001,AGRA,,LOR,4830.0,L1,FGDSSILA0050,198.0,MT
35,1110,W000001110,SUTRAPADA,,,N000000001,AGRA,,LOR,4830.0,L1,FGLSDOLA0050,436.55,MT
36,1110,W000001110,SUTRAPADA,,,N000000001,AGRA,,LOR,4830.0,L1,FGLSDTLA0050,313.6,MT
37,1110,W000001110,SUTRAPADA,,,N000000001,AGRA,,LOR,4830.0,L1,FGLSDTLA1000,78.0,MT
38,1110,W000001110,SUTRAPADA,,,N000000001,AGRA,,LOR,4830.0,L1,FGLSDTLI0050,23.7,MT
39,1110,W000001110,SUTRAPADA,,,N000000001,AGRA,,LOR,4830.0,L1,FGLSEXDT0050,200.0,MT
40,1110,W000001110,SUTRAPADA,,,N000000001,AGRA,,LOR,4830.0,L1,FGLSEXLI0750,58.5,MT
41,1110,W000001110,SUTRAPADA,,,N000000001,AGRA,,LOR,4830.0,L1,FGLSLCLA1000,69.0,MT
42,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1FIRKA,CON,5069.0,L2,FGBCAGLA0050,40.0,MT
43,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1FIRKA,CON,5069.0,L2,FGBCANLA0050,66.35,MT
44,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1FIRKA,CON,5069.0,L2,FGBCBCLA0025,21.125,MT
45,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1FIRKA,CON,5069.0,L2,FGBCDSLA0050,270.45,MT
46,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1FIRKA,CON,5069.0,L2,FGBCFFLA0050,52.15,MT
47,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1FIRKA,CON,5069.0,L2,FGBCFNLA0050,62.5,MT
48,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1FIRKA,CON,5069.0,L2,FGBCNTLI1200,1.2,MT
49,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1FIRKA,CON,5069.0,L2,FGBCTFLA0050,85.0,MT
50,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1FIRKA,CON,5069.0,L2,FGBCTNLA0050,187.65,MT
51,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1FIRKA,CON,5069.0,L2,FGDSDOLA0050,850.8,MT
52,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1FIRKA,CON,5069.0,L2,FGDSDOLA1300,269.1,MT
53,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1FIRKA,CON,5069.0,L2,FGDSEXLI0050,131.85,MT
54,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1FIRKA,CON,5069.0,L2,FGDSEXLI1300,20.8,MT
55,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1FIRKA,CON,5069.0,L2,FGDSSILA0050,198.0,MT
56,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1FIRKA,CON,5069.0,L2,FGLSDOLA0050,436.55,MT
57,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1FIRKA,CON,5069.0,L2,FGLSDTLA0050,313.6,MT
58,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1FIRKA,CON,5069.0,L2,FGLSDTLA1000,78.0,MT
59,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1FIRKA,CON,5069.0,L2,FGLSDTLI0050,23.7,MT
60,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1FIRKA,CON,5069.0,L2,FGLSEXDT0050,200.0,MT
61,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1FIRKA,CON,5069.0,L2,FGLSEXLI0750,58.5,MT
62,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1FIRKA,CON,5069.0,L2,FGLSLCLA1000,69.0,MT
63,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1AGAKA,CON,5069.0,L2,FGBCAGLA0050,40.0,MT
64,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1AGAKA,CON,5069.0,L2,FGBCANLA0050,66.35,MT
65,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1AGAKA,CON,5069.0,L2,FGBCBCLA0025,21.125,MT
66,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1AGAKA,CON,5069.0,L2,FGBCDSLA0050,270.45,MT
67,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1AGAKA,CON,5069.0,L2,FGBCFFLA0050,52.15,MT
68,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1AGAKA,CON,5069.0,L2,FGBCFNLA0050,62.5,MT
69,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1AGAKA,CON,5069.0,L2,FGBCNTLI1200,1.2,MT
70,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1AGAKA,CON,5069.0,L2,FGBCTFLA0050,85.0,MT
71,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1AGAKA,CON,5069.0,L2,FGBCTNLA0050,187.65,MT
72,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1AGAKA,CON,5069.0,L2,FGDSDOLA0050,850.8,MT
73,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1AGAKA,CON,5069.0,L2,FGDSDOLA1300,269.1,MT
74,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1AGAKA,CON,5069.0,L2,FGDSEXLI0050,131.85,MT
75,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1AGAKA,CON,5069.0,L2,FGDSEXLI1300,20.8,MT
76,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1AGAKA,CON,5069.0,L2,FGDSSILA0050,198.0,MT
77,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1AGAKA,CON,5069.0,L2,FGLSDOLA0050,436.55,MT
78,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1AGAKA,CON,5069.0,L2,FGLSDTLA0050,313.6,MT
79,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1AGAKA,CON,5069.0,L2,FGLSDTLA1000,78.0,MT
80,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1AGAKA,CON,5069.0,L2,FGLSDTLI0050,23.7,MT
81,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1AGAKA,CON,5069.0,L2,FGLSEXDT0050,200.0,MT
82,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1AGAKA,CON,5069.0,L2,FGLSEXLI0750,58.5,MT
83,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000000001,AGRA,1AGAKA,CON,5069.0,L2,FGLSLCLA1000,69.0,MT
84,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000001193,AGRA Depot,1AGDKA,CON,4779.0,L1,FGBCAGLA0050,40.0,MT
85,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000001193,AGRA Depot,1AGDKA,CON,4779.0,L1,FGBCANLA0050,66.35,MT
86,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000001193,AGRA Depot,1AGDKA,CON,4779.0,L1,FGBCBCLA0025,21.125,MT
87,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000001193,AGRA Depot,1AGDKA,CON,4779.0,L1,FGBCDSLA0050,270.45,MT
88,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000001193,AGRA Depot,1AGDKA,CON,4779.0,L1,FGBCFFLA0050,52.15,MT
89,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000001193,AGRA Depot,1AGDKA,CON,4779.0,L1,FGBCFNLA0050,62.5,MT
90,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000001193,AGRA Depot,1AGDKA,CON,4779.0,L1,FGBCNTLI1200,1.2,MT
91,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000001193,AGRA Depot,1AGDKA,CON,4779.0,L1,FGBCTFLA0050,85.0,MT
92,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000001193,AGRA Depot,1AGDKA,CON,4779.0,L1,FGBCTNLA0050,187.65,MT
93,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000001193,AGRA Depot,1AGDKA,CON,4779.0,L1,FGDSDOLA0050,850.8,MT
94,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000001193,AGRA Depot,1AGDKA,CON,4779.0,L1,FGDSDOLA1300,269.1,MT
95,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000001193,AGRA Depot,1AGDKA,CON,4779.0,L1,FGDSEXLI0050,131.85,MT
96,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000001193,AGRA Depot,1AGDKA,CON,4779.0,L1,FGDSEXLI1300,20.8,MT
97,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000001193,AGRA Depot,1AGDKA,CON,4779.0,L1,FGDSSILA0050,198.0,MT
98,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000001193,AGRA Depot,1AGDKA,CON,4779.0,L1,FGLSDOLA0050,436.55,MT
99,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000001193,AGRA Depot,1AGDKA,CON,4779.0,L1,FGLSDTLA0050,313.6,MT
100,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000001193,AGRA Depot,1AGDKA,CON,4779.0,L1,FGLSDTLA1000,78.0,MT
101,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000001193,AGRA Depot,1AGDKA,CON,4779.0,L1,FGLSDTLI0050,23.7,MT
102,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000001193,AGRA Depot,1AGDKA,CON,4779.0,L1,FGLSEXDT0050,200.0,MT
103,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000001193,AGRA Depot,1AGDKA,CON,4779.0,L1,FGLSEXLI0750,58.5,MT
104,1110,W000001110,SUTRAPADA,CFS_KHODIYAR,CFS_AGRA,N000001193,AGRA Depot,1AGDKA,CON,4779.0,L1,FGLSLCLA1000,69.0,MT
105,1110,W000001110,SUTRAPADA,,,N000001193,AGRA Depot,,LOR,4830.0,L2,FGBCAGLA0050,40.0,MT
106,1110,W000001110,SUTRAPADA,,,N000001193,AGRA Depot,,LOR,4830.0,L2,FGBCANLA0050,66.35,MT
107,1110,W000001110,SUTRAPADA,,,N000001193,AGRA Depot,,LOR,4830.0,L2,FGBCBCLA0025,21.125,MT
108,1110,W000001110,SUTRAPADA,,,N000001193,AGRA Depot,,LOR,4830.0,L2,FGBCDSLA0050,270.45,MT
109,1110,W000001110,SUTRAPADA,,,N000001193,AGRA Depot,,LOR,4830.0,L2,FGBCFFLA0050,52.15,MT
110,1110,W000001110,SUTRAPADA,,,N000001193,AGRA Depot,,LOR,4830.0,L2,FGBCFNLA0050,62.5,MT
111,1110,W000001110,SUTRAPADA,,,N000001193,AGRA Depot,,LOR,4830.0,L2,FGBCNTLI1200,1.2,MT
112,1110,W000001110,SUTRAPADA,,,N000001193,AGRA Depot,,LOR,4830.0,L2,FGBCTFLA0050,85.0,MT
113,1110,W000001110,SUTRAPADA,,,N000001193,AGRA Depot,,LOR,4830.0,L2,FGBCTNLA0050,187.65,MT
114,1110,W000001110,SUTRAPADA,,,N000001193,AGRA Depot,,LOR,4830.0,L2,FGDSDOLA0050,850.8,MT
115,1110,W000001110,SUTRAPADA,,,N000001193,AGRA Depot,,LOR,4830.0,L2,FGDSDOLA1300,269.1,MT
116,1110,W000001110,SUTRAPADA,,,N000001193,AGRA Depot,,LOR,4830.0,L2,FGDSEXLI0050,131.85,MT
117,1110,W000001110,SUTRAPADA,,,N000001193,AGRA Depot,,LOR,4830.0,L2,FGDSEXLI1300,20.8,MT
118,1110,W000001110,SUTRAPADA,,,N000001193,AGRA Depot,,LOR,4830.0,L2,FGDSSILA0050,198.0,MT
119,1110,W000001110,SUTRAPADA,,,N000001193,AGRA Depot,,LOR,4830.0,L2,FGLSDOLA0050,436.55,MT
120,1110,W000001110,SUTRAPADA,,,N000001193,AGRA Depot,,LOR,4830.0,L2,FGLSDTLA0050,313.6,MT
121,1110,W000001110,SUTRAPADA,,,N000001193,AGRA Depot,,LOR,4830.0,L2,FGLSDTLA1000,78.0,MT
122,1110,W000001110,SUTRAPADA,,,N000001193,AGRA Depot,,LOR,4830.0,L2,FGLSDTLI0050,23.7,MT
123,1110,W000001110,SUTRAPADA,,,N000001193,AGRA Depot,,LOR,4830.0,L2,FGLSEXDT0050,200.0,MT
124,1110,W000001110,SUTRAPADA,,,N000001193,AGRA Depot,,LOR,4830.0,L2,FGLSEXLI0750,58.5,MT
125,1110,W000001110,SUTRAPADA,,,N000001193,AGRA Depot,,LOR,4830.0,L2,FGLSLCLA1000,69.0,MT
126,1110,W000001110,SUTRAPADA,,,W000000001,AHMEDNAGAR,,LOR,4355.0,L1,FGBCAGLA0050,40.0,MT
127,1110,W000001110,SUTRAPADA,,,W000000001,AHMEDNAGAR,,LOR,4355.0,L1,FGBCANLA0050,66.35,MT
128,1110,W000001110,SUTRAPADA,,,W000000001,AHMEDNAGAR,,LOR,4355.0,L1,FGBCBCLA0025,21.125,MT
129,1110,W000001110,SUTRAPADA,,,W000000001,AHMEDNAGAR,,LOR,4355.0,L1,FGBCDSLA0050,270.45,MT
130,1110,W000001110,SUTRAPADA,,,W000000001,AHMEDNAGAR,,LOR,4355.0,L1,FGBCFFLA0050,52.15,MT
131,1110,W000001110,SUTRAPADA,,,W000000001,AHMEDNAGAR,,LOR,4355.0,L1,FGBCFNLA0050,62.5,MT
132,1110,W000001110,SUTRAPADA,,,W000000001,AHMEDNAGAR,,LOR,4355.0,L1,FGBCNTLI1200,1.2,MT
133,1110,W000001110,SUTRAPADA,,,W000000001,AHMEDNAGAR,,LOR,4355.0,L1,FGBCTFLA0050,85.0,MT
134,1110,W000001110,SUTRAPADA,,,W000000001,AHMEDNAGAR,,LOR,4355.0,L1,FGBCTNLA0050,187.65,MT
135,1110,W000001110,SUTRAPADA,,,W000000001,AHMEDNAGAR,,LOR,4355.0,L1,FGDSDOLA0050,850.8,MT
136,1110,W000001110,SUTRAPADA,,,W000000001,AHMEDNAGAR,,LOR,4355.0,L1,FGDSDOLA1300,269.1,MT
137,1110,W000001110,SUTRAPADA,,,W000000001,AHMEDNAGAR,,LOR,4355.0,L1,FGDSEXLI0050,131.85,MT
138,1110,W000001110,SUTRAPADA,,,W000000001,AHMEDNAGAR,,LOR,4355.0,L1,FGDSEXLI1300,20.8,MT
139,1110,W000001110,SUTRAPADA,,,W000000001,AHMEDNAGAR,,LOR,4355.0,L1,FGDSSILA0050,198.0,MT
140,1110,W000001110,SUTRAPADA,,,W000000001,AHMEDNAGAR,,LOR,4355.0,L1,FGLSDOLA0050,436.55,MT
141,1110,W000001110,SUTRAPADA,,,W000000001,AHMEDNAGAR,,LOR,4355.0,L1,FGLSDTLA0050,313.6,MT
142,1110,W000001110,SUTRAPADA,,,W000000001,AHMEDNAGAR,,LOR,4355.0,L1,FGLSDTLA1000,78.0,MT
143,1110,W000001110,SUTRAPADA,,,W000000001,AHMEDNAGAR,,LOR,4355.0,L1,FGLSDTLI0050,23.7,MT
144,1110,W000001110,SUTRAPADA,,,W000000001,AHMEDNAGAR,,LOR,4355.0,L1,FGLSEXDT0050,200.0,MT
145,1110,W000001110,SUTRAPADA,,,W000000001,AHMEDNAGAR,,LOR,4355.0,L1,FGLSEXLI0750,58.5,MT
146,1110,W000001110,SUTRAPADA,,,W000000001,AHMEDNAGAR,,LOR,4355.0,L1,FGLSLCLA1000,69.0,MT
147,1110,W000001110,SUTRAPADA,,,N000000002,AJMER,,LOR,4030.0,L1,FGBCAGLA0050,40.0,MT
148,1110,W000001110,SUTRAPADA,,,N000000002,AJMER,,LOR,4030.0,L1,FGBCANLA0050,66.35,MT
149,1110,W000001110,SUTRAPADA,,,N000000002,AJMER,,LOR,4030.0,L1,FGBCBCLA0025,21.125,MT
150,1110,W000001110,SUTRAPADA,,,N000000002,AJMER,,LOR,4030.0,L1,FGBCDSLA0050,270.45,MT
151,1110,W000001110,SUTRAPADA,,,N000000002,AJMER,,LOR,4030.0,L1,FGBCFFLA0050,52.15,MT
152,1110,W000001110,SUTRAPADA,,,N000000002,AJMER,,LOR,4030.0,L1,FGBCFNLA0050,62.5,MT
153,1110,W000001110,SUTRAPADA,,,N000000002,AJMER,,LOR,4030.0,L1,FGBCNTLI1200,1.2,MT
154,1110,W000001110,SUTRAPADA,,,N000000002,AJMER,,LOR,4030.0,L1,FGBCTFLA0050,85.0,MT
155,1110,W000001110,SUTRAPADA,,,N000000002,AJMER,,LOR,4030.0,L1,FGBCTNLA0050,187.65,MT
156,1110,W000001110,SUTRAPADA,,,N000000002,AJMER,,LOR,4030.0,L1,FGDSDOLA0050,850.8,MT
157,1110,W000001110,SUTRAPADA,,,N000000002,AJMER,,LOR,4030.0,L1,FGDSDOLA1300,269.1,MT
158,1110,W000001110,SUTRAPADA,,,N000000002,AJMER,,LOR,4030.0,L1,FGDSEXLI0050,131.85,MT
159,1110,W000001110,SUTRAPADA,,,N000000002,AJMER,,LOR,4030.0,L1,FGDSEXLI1300,20.8,MT
160,1110,W000001110,SUTRAPADA,,,N000000002,AJMER,,LOR,4030.0,L1,FGDSSILA0050,198.0,MT
161,1110,W000001110,SUTRAPADA,,,N000000002,AJMER,,LOR,4030.0,L1,FGLSDOLA0050,436.55,MT
162,1110,W000001110,SUTRAPADA,,,N000000002,AJMER,,LOR,4030.0,L1,FGLSDTLA0050,313.6,MT
163,1110,W000001110,SUTRAPADA,,,N000000002,AJMER,,LOR,4030.0,L1,FGLSDTLA1000,78.0,MT
164,1110,W000001110,SUTRAPADA,,,N000000002,AJMER,,LOR,4030.0,L1,FGLSDTLI0050,23.7,MT
165,1110,W000001110,SUTRAPADA,,,N000000002,AJMER,,LOR,4030.0,L1,FGLSEXDT0050,200.0,MT
166,1110,W000001110,SUTRAPADA,,,N000000002,AJMER,,LOR,4030.0,L1,FGLSEXLI0750,58.5,MT
167,1110,W000001110,SUTRAPADA,,,N000000002,AJMER,,LOR,4030.0,L1,FGLSLCLA1000,69.0,MT
168,1110,W000001110,SUTRAPADA,,,N000000146,AKBARPUR,,LOR,6030.0,L1,FGBCAGLA0050,40.0,MT
169,1110,W000001110,SUTRAPADA,,,N000000146,AKBARPUR,,LOR,6030.0,L1,FGBCANLA0050,66.35,MT
170,1110,W000001110,SUTRAPADA,,,N000000146,AKBARPUR,,LOR,6030.0,L1,FGBCBCLA0025,21.125,MT
171,1110,W000001110,SUTRAPADA,,,N000000146,AKBARPUR,,LOR,6030.0,L1,FGBCDSLA0050,270.45,MT
172,1110,W000001110,SUTRAPADA,,,N000000146,AKBARPUR,,LOR,6030.0,L1,FGBCFFLA0050,52.15,MT
173,1110,W000001110,SUTRAPADA,,,N000000146,AKBARPUR,,LOR,6030.0,L1,FGBCFNLA0050,62.5,MT
174,1110,W000001110,SUTRAPADA,,,N000000146,AKBARPUR,,LOR,6030.0,L1,FGBCNTLI1200,1.2,MT
175,1110,W000001110,SUTRAPADA,,,N000000146,AKBARPUR,,LOR,6030.0,L1,FGBCTFLA0050,85.0,MT
176,1110,W000001110,SUTRAPADA,,,N000000146,AKBARPUR,,LOR,6030.0,L1,FGBCTNLA0050,187.65,MT
177,1110,W000001110,SUTRAPADA,,,N000000146,AKBARPUR,,LOR,6030.0,L1,FGDSDOLA0050,850.8,MT
178,1110,W000001110,SUTRAPADA,,,N000000146,AKBARPUR,,LOR,6030.0,L1,FGDSDOLA1300,269.1,MT
179,1110,W000001110,SUTRAPADA,,,N000000146,AKBARPUR,,LOR,6030.0,L1,FGDSEXLI0050,131.85,MT
180,1110,W000001110,SUTRAPADA,,,N000000146,AKBARPUR,,LOR,6030.0,L1,FGDSEXLI1300,20.8,MT
181,1110,W000001110,SUTRAPADA,,,N000000146,AKBARPUR,,LOR,6030.0,L1,FGDSSILA0050,198.0,MT
182,1110,W000001110,SUTRAPADA,,,N000000146,AKBARPUR,,LOR,6030.0,L1,FGLSDOLA0050,436.55,MT
183,1110,W000001110,SUTRAPADA,,,N000000146,AKBARPUR,,LOR,6030.0,L1,FGLSDTLA0050,313.6,MT
184,1110,W000001110,SUTRAPADA,,,N000000146,AKBARPUR,,LOR,6030.0,L1,FGLSDTLA1000,78.0,MT
185,1110,W000001110,SUTRAPADA,,,N000000146,AKBARPUR,,LOR,6030.0,L1,FGLSDTLI0050,23.7,MT
186,1110,W000001110,SUTRAPADA,,,N000000146,AKBARPUR,,LOR,6030.0,L1,FGLSEXDT0050,200.0,MT
187,1110,W000001110,SUTRAPADA,,,N000000146,AKBARPUR,,LOR,6030.0,L1,FGLSEXLI0750,58.5,MT
188,1110,W000001110,SUTRAPADA,,,N000000146,AKBARPUR,,LOR,6030.0,L1,FGLSLCLA1000,69.0,MT
189,1110,W000001110,SUTRAPADA,,,W000000002,ALIBAUG,,LOR,4505.0,L1,FGBCAGLA0050,40.0,MT
190,1110,W000001110,SUTRAPADA,,,W000000002,ALIBAUG,,LOR,4505.0,L1,FGBCANLA0050,66.35,MT
191,1110,W000001110,SUTRAPADA,,,W000000002,ALIBAUG,,LOR,4505.0,L1,FGBCBCLA0025,21.125,MT
192,1110,W000001110,SUTRAPADA,,,W000000002,ALIBAUG,,LOR,4505.0,L1,FGBCDSLA0050,270.45,MT
193,1110,W000001110,SUTRAPADA,,,W000000002,ALIBAUG,,LOR,4505.0,L1,FGBCFFLA0050,52.15,MT
